"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.4","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van dubbelzien of dubbelbeelden?","Do you have double vision or see double images?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.4","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van dubbelzien of dubbelbeelden?","Do you have double vision or see double images?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.5","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met dieptezien of afstanden inschatten?","Do you have problems with depth perception or estimating distances?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.5","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met dieptezien of afstanden inschatten?","Do you have problems with depth perception or estimating distances?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.5","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met dieptezien of afstanden inschatten?","Do you have problems with depth perception or estimating distances?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.6","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van trillende, schokkerige of bewegende beelden?","Do you see shaky, jerky or shifting images?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.6","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van trillende, schokkerige of bewegende beelden?","Do you see shaky, jerky or shifting images?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.6","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van trillende, schokkerige of bewegende beelden?","Do you see shaky, jerky or shifting images?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.7","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u delen mist in het gezichtsveld?","Do you have the impression that you cannot see part(s) of the visual field?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.7","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u delen mist in het gezichtsveld?","Do you have the impression that you cannot see part(s) of the visual field?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.7","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u delen mist in het gezichtsveld?","Do you have the impression that you cannot see part(s) of the visual field?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.8","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ervaart u kleuren anders dan vroeger?","Do you experience colour differently than before?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.8","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ervaart u kleuren anders dan vroeger?","Do you experience colour differently than before?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.8","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ervaart u kleuren anders dan vroeger?","Do you experience colour differently than before?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.9","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het zien bij verminderd contrast (bijv. wanneer letters niet zijn afgedrukt op een witte, maar op een grijze achtergrond)?","Do you have trouble seeing things at reduced contrast (e.g. letters that have not been printed on a white but on a grey background)?",NA,"Nee/nauwelijks","No/Hardly ever",0
