"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","directorvisible","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"El/la Director/a de Enfermería es accesible y fácilmente “visible”.",NA,"absolutely agree",4,NA,NA,"The Director of Nursing is accessible and easily ""visible"".",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","careeropportunit","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se puede desarrollar una carrera profesional o hay oportunidades de ascenso en la carrera clínica.",NA,"absolutely disagree",1,NA,NA,"A professional career can be developed, or there are opportunities for promotion in the clinical career ladder.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","careeropportunit","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se puede desarrollar una carrera profesional o hay oportunidades de ascenso en la carrera clínica.",NA,"slightly disagree",2,NA,NA,"A professional career can be developed, or there are opportunities for promotion in the clinical career ladder.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","careeropportunit","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se puede desarrollar una carrera profesional o hay oportunidades de ascenso en la carrera clínica.",NA,"slightly agree",3,NA,NA,"A professional career can be developed, or there are opportunities for promotion in the clinical career ladder.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","careeropportunit","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se puede desarrollar una carrera profesional o hay oportunidades de ascenso en la carrera clínica.",NA,"absolutely agree",4,NA,NA,"A professional career can be developed, or there are opportunities for promotion in the clinical career ladder.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","gestconsprob","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores enfermeros consultan con las enfermeras los problemas y modos de hacer del día a día.",NA,"absolutely disagree",1,NA,NA,"Nurse managers consult with nurses about day-to-day problems and ways of working.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","gestconsprob","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores enfermeros consultan con las enfermeras los problemas y modos de hacer del día a día.",NA,"slightly disagree",2,NA,NA,"Nurse managers consult with nurses about day-to-day problems and ways of working.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","gestconsprob","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores enfermeros consultan con las enfermeras los problemas y modos de hacer del día a día.",NA,"slightly agree",3,NA,NA,"Nurse managers consult with nurses about day-to-day problems and ways of working.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","gestconsprob","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores enfermeros consultan con las enfermeras los problemas y modos de hacer del día a día.",NA,"absolutely agree",4,NA,NA,"Nurse managers consult with nurses about day-to-day problems and ways of working.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","oportcomisions","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras de plantilla tienen oportunidades para participar en las comisiones del centro, tales como la comisión de investigación, de ética, de infecciones…",NA,"absolutely disagree",1,NA,NA,"Staff nurses have opportunities to take part in the center's committees, such as the research, ethics or infection committees…",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","oportcomisions","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras de plantilla tienen oportunidades para participar en las comisiones del centro, tales como la comisión de investigación, de ética, de infecciones…",NA,"slightly disagree",2,NA,NA,"Staff nurses have opportunities to take part in the center's committees, such as the research, ethics or infection committees…",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","oportcomisions","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras de plantilla tienen oportunidades para participar en las comisiones del centro, tales como la comisión de investigación, de ética, de infecciones…",NA,"slightly agree",3,NA,NA,"Staff nurses have opportunities to take part in the center's committees, such as the research, ethics or infection committees…",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","oportcomisions","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras de plantilla tienen oportunidades para participar en las comisiones del centro, tales como la comisión de investigación, de ética, de infecciones…",NA,"absolutely agree",4,NA,NA,"Staff nurses have opportunities to take part in the center's committees, such as the research, ethics or infection committees…",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","levelpowerheadnurse","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los directivos enfermeros están al mismo nivel en poder y autoridad que el resto de directivos del centro.",NA,"absolutely disagree",1,NA,NA,"Nurse managers are at the same level of power and authority as the rest of the center's managers.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","levelpowerheadnurse","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los directivos enfermeros están al mismo nivel en poder y autoridad que el resto de directivos del centro.",NA,"slightly disagree",2,NA,NA,"Nurse managers are at the same level of power and authority as the rest of the center's managers.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","levelpowerheadnurse","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los directivos enfermeros están al mismo nivel en poder y autoridad que el resto de directivos del centro.",NA,"slightly agree",3,NA,NA,"Nurse managers are at the same level of power and authority as the rest of the center's managers.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","levelpowerheadnurse","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los directivos enfermeros están al mismo nivel en poder y autoridad que el resto de directivos del centro.",NA,"absolutely agree",4,NA,NA,"Nurse managers are at the same level of power and authority as the rest of the center's managers.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingdiagn","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se usan los diagnósticos enfermeros.",NA,"absolutely disagree",1,NA,NA,"Nursing diagnoses are used.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingdiagn","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se usan los diagnósticos enfermeros.",NA,"slightly disagree",2,NA,NA,"Nursing diagnoses are used.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingdiagn","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se usan los diagnósticos enfermeros.",NA,"slightly agree",3,NA,NA,"Nursing diagnoses are used.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingdiagn","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Se usan los diagnósticos enfermeros.",NA,"absolutely agree",4,NA,NA,"Nursing diagnoses are used.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","progquality","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay un programa activo de garantía y mejora calidad.",NA,"absolutely disagree",1,NA,NA,"There is an active program for guaranteeing and improving quality.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","progquality","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay un programa activo de garantía y mejora calidad.",NA,"slightly disagree",2,NA,NA,"There is an active program for guaranteeing and improving quality.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","progquality","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay un programa activo de garantía y mejora calidad.",NA,"slightly agree",3,NA,NA,"There is an active program for guaranteeing and improving quality.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","progquality","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay un programa activo de garantía y mejora calidad.",NA,"absolutely agree",4,NA,NA,"There is an active program for guaranteeing and improving quality.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","mentoringnews","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un programa de acogida y tutelaje de enfermeras de nuevo ingreso.",NA,"absolutely disagree",1,NA,NA,"There is an induction and mentoring program for newly hired nurses.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","mentoringnews","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un programa de acogida y tutelaje de enfermeras de nuevo ingreso.",NA,"slightly disagree",2,NA,NA,"There is an induction and mentoring program for newly hired nurses.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","mentoringnews","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un programa de acogida y tutelaje de enfermeras de nuevo ingreso.",NA,"slightly agree",3,NA,NA,"There is an induction and mentoring program for newly hired nurses.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","mentoringnews","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un programa de acogida y tutelaje de enfermeras de nuevo ingreso.",NA,"absolutely agree",4,NA,NA,"There is an induction and mentoring program for newly hired nurses.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingmodel","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los cuidados de las enfermeras están basados en un modelo enfermero, más que en un modelo biomédico.",NA,"absolutely disagree",1,NA,NA,"Nursing care is based on a nursing model rather than a biomedical model.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingmodel","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los cuidados de las enfermeras están basados en un modelo enfermero, más que en un modelo biomédico.",NA,"slightly disagree",2,NA,NA,"Nursing care is based on a nursing model rather than a biomedical model.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingmodel","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los cuidados de las enfermeras están basados en un modelo enfermero, más que en un modelo biomédico.",NA,"slightly agree",3,NA,NA,"Nursing care is based on a nursing model rather than a biomedical model.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingmodel","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los cuidados de las enfermeras están basados en un modelo enfermero, más que en un modelo biomédico.",NA,"absolutely agree",4,NA,NA,"Nursing care is based on a nursing model rather than a biomedical model.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","asignationpatients","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La asignación de pacientes a cada enfermera existente favorece la continuidad de los cuidados (p. ej.: la misma enfermera cuida al paciente a lo largo del tiempo)",NA,"absolutely disagree",1,NA,NA,"The allocation of patients to each nurse promotes continuity of care (e.g., the same nurse cares for the patient over time).",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","asignationpatients","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La asignación de pacientes a cada enfermera existente favorece la continuidad de los cuidados (p. ej.: la misma enfermera cuida al paciente a lo largo del tiempo)",NA,"slightly disagree",2,NA,NA,"The allocation of patients to each nurse promotes continuity of care (e.g., the same nurse cares for the patient over time).",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","asignationpatients","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La asignación de pacientes a cada enfermera existente favorece la continuidad de los cuidados (p. ej.: la misma enfermera cuida al paciente a lo largo del tiempo)",NA,"slightly agree",3,NA,NA,"The allocation of patients to each nurse promotes continuity of care (e.g., the same nurse cares for the patient over time).",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","asignationpatients","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La asignación de pacientes a cada enfermera existente favorece la continuidad de los cuidados (p. ej.: la misma enfermera cuida al paciente a lo largo del tiempo)",NA,"absolutely agree",4,NA,NA,"The allocation of patients to each nurse promotes continuity of care (e.g., the same nurse cares for the patient over time).",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingphilosophy","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay una filosofía común de Enfermería, bien definida, que impregna el entorno en el que se cuida a los pacientes",NA,"absolutely disagree",1,NA,NA,"There is a common, well-defined nursing philosophy that permeates the patient care environment.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingphilosophy","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay una filosofía común de Enfermería, bien definida, que impregna el entorno en el que se cuida a los pacientes",NA,"slightly disagree",2,NA,NA,"There is a common, well-defined nursing philosophy that permeates the patient care environment.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingphilosophy","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay una filosofía común de Enfermería, bien definida, que impregna el entorno en el que se cuida a los pacientes",NA,"slightly agree",3,NA,NA,"There is a common, well-defined nursing philosophy that permeates the patient care environment.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingphilosophy","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Hay una filosofía común de Enfermería, bien definida, que impregna el entorno en el que se cuida a los pacientes",NA,"absolutely agree",4,NA,NA,"There is a common, well-defined nursing philosophy that permeates the patient care environment.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","plancuidadosescrito","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un plan de cuidados escrito y actualizado para cada paciente.",NA,"absolutely disagree",1,NA,NA,"There is a written, up-to-date care plan for each patient.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","plancuidadosescrito","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un plan de cuidados escrito y actualizado para cada paciente.",NA,"slightly disagree",2,NA,NA,"There is a written, up-to-date care plan for each patient.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","plancuidadosescrito","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un plan de cuidados escrito y actualizado para cada paciente.",NA,"slightly agree",3,NA,NA,"There is a written, up-to-date care plan for each patient.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","plancuidadosescrito","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Existe un plan de cuidados escrito y actualizado para cada paciente.",NA,"absolutely agree",4,NA,NA,"There is a written, up-to-date care plan for each patient.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","qualitymanagers","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores del centro se preocupan de que los enfermeros proporcionen cuidados de alta calidad.",NA,"absolutely disagree",1,NA,NA,"The center's managers take care that nurses provide high-quality care.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","qualitymanagers","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores del centro se preocupan de que los enfermeros proporcionen cuidados de alta calidad.",NA,"slightly disagree",2,NA,NA,"The center's managers take care that nurses provide high-quality care.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","qualitymanagers","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores del centro se preocupan de que los enfermeros proporcionen cuidados de alta calidad.",NA,"slightly agree",3,NA,NA,"The center's managers take care that nurses provide high-quality care.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","qualitymanagers","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Los gestores del centro se preocupan de que los enfermeros proporcionen cuidados de alta calidad.",NA,"absolutely agree",4,NA,NA,"The center's managers take care that nurses provide high-quality care.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingcompetence","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras del centro tienen una competencia clínica adecuada.",NA,"absolutely disagree",1,NA,NA,"Nurses at the center present satisfactory clinical competence.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingcompetence","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras del centro tienen una competencia clínica adecuada.",NA,"slightly disagree",2,NA,NA,"Nurses at the center present satisfactory clinical competence.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingcompetence","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras del centro tienen una competencia clínica adecuada.",NA,"slightly agree",3,NA,NA,"Nurses at the center present satisfactory clinical competence.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","nursingcompetence","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"Las enfermeras del centro tienen una competencia clínica adecuada.",NA,"absolutely agree",4,NA,NA,"Nurses at the center present satisfactory clinical competence.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","goodcoordinator","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La supervisora/coordinadora es una buena gestora y líder.",NA,"absolutely disagree",1,NA,NA,"The supervisor/coordinator is a good manager and leader.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","goodcoordinator","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La supervisora/coordinadora es una buena gestora y líder.",NA,"slightly disagree",2,NA,NA,"The supervisor/coordinator is a good manager and leader.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","goodcoordinator","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La supervisora/coordinadora es una buena gestora y líder.",NA,"slightly agree",3,NA,NA,"The supervisor/coordinator is a good manager and leader.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","goodcoordinator","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La supervisora/coordinadora es una buena gestora y líder.",NA,"absolutely agree",4,NA,NA,"The supervisor/coordinator is a good manager and leader.",NA
"geacaballero_2019_pes_nwi","geacaballero_2019_pes_nwi_1","supportcoordinator","Practice Environment Scale of the Nursing Work Index (PES-NWI), Spanish 31-item primary health care version","Spanish",NA,NA,"La supervisora/coordinadora respalda a la plantilla en sus decisiones, incluso si el conflicto es con personal médico",NA,"absolutely disagree",1,NA,NA,"The supervisor/coordinator backs the staff in their decisions, even if the conflict is with medical staff.",NA
