"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-3","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Layout and position (spatial consistency).",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-3","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Layout and position (spatial consistency).",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-3","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Layout and position (spatial consistency).",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-3","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Layout and position (spatial consistency).",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-3","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Layout and position (spatial consistency).",NA,NA,"Very satisfied",NA,5
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-4","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Font, capitalization (levels of organization).",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-4","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Font, capitalization (levels of organization).",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-4","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Font, capitalization (levels of organization).",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-4","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Font, capitalization (levels of organization).",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-4","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Font, capitalization (levels of organization).",NA,NA,"Very satisfied",NA,5
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-5","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Terminology (delete, del, remove, rm) and language (words, phrases).",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-5","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Terminology (delete, del, remove, rm) and language (words, phrases).",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-5","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Terminology (delete, del, remove, rm) and language (words, phrases).",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-5","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Terminology (delete, del, remove, rm) and language (words, phrases).",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-5","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Terminology (delete, del, remove, rm) and language (words, phrases).",NA,NA,"Very satisfied",NA,5
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-6","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Standards (e.g., blue underlined text for unvisited hyperlinks).",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-6","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Standards (e.g., blue underlined text for unvisited hyperlinks).",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-6","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Standards (e.g., blue underlined text for unvisited hyperlinks).",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-6","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Standards (e.g., blue underlined text for unvisited hyperlinks).",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h1_consistency","tsai_2017_treeit_h1_consistency_1","H1-6","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H1. Consistency","Chinese","Consistency and standards. Users should not have to wonder whether different words, situations, or actions mean the same thing. Standards and conventions in product design should be followed.",NA,NA,NA,"Standards (e.g., blue underlined text for unvisited hyperlinks).",NA,NA,"Very satisfied",NA,5
